text_chunk
"Purchase Order PO-10001 | Supplier: Orrentek Precision Mfg (ID: SUP-001) | Region: APAC | Country: China | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1001 | PO Value: $70,121.14 | Units Ordered: 9013 | Units Delivered On Time: 8598 | Units Rejected: 12 | OTD Rate: 95.4% | Defect Rate: 0.14% | Compliance Score: 88 | Sustainability Score: 77 | Lead Time: 14 days | Certifications: ISO9001;ISO14001;RoHS | Last Audit: 2023-08-12 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11261 | Supplier: Quetzal Textiles (ID: SUP-101) | Region: LATAM | Country: Guatemala | Tier: Tier-3 | Risk Level: High | Product Category: Industrial Textiles | SKU: SKU-IT-1174 | PO Value: $86,174.88 | Units Ordered: 20616 | Units Delivered On Time: 13091 | Units Rejected: 822 | OTD Rate: 63.5% | Defect Rate: 3.99% | Compliance Score: 73 | Sustainability Score: 40 | Lead Time: 36 days | Certifications: ISO9001 | Last Audit: 2023-07-14 | Active Disruption: Currency volatility flag | Quarter: Q2-2023"
"Purchase Order PO-11262 | Supplier: Crestline Chemical Supply (ID: SUP-102) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1228 | PO Value: $158,988.42 | Units Ordered: 13554 | Units Delivered On Time: 13228 | Units Rejected: 42 | OTD Rate: 97.6% | Defect Rate: 0.31% | Compliance Score: 99 | Sustainability Score: 74 | Lead Time: 8 days | Certifications: ISO9001;ISO14001;OSHA | Last Audit: 2024-03-01 | Active Disruption: Geopolitical tension flag | Quarter: Q2-2023"
"Purchase Order PO-11263 | Supplier: Fenwick Alloy Solutions (ID: SUP-103) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1207 | PO Value: $66,964.92 | Units Ordered: 3201 | Units Delivered On Time: 2912 | Units Rejected: 11 | OTD Rate: 91.0% | Defect Rate: 0.37% | Compliance Score: 97 | Sustainability Score: 84 | Lead Time: 42 days | Certifications: ISO9001;NADCAP;AS9100 | Last Audit: 2023-07-05 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11264 | Supplier: Ridgecroft Textiles (ID: SUP-104) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1175 | PO Value: $25,734.15 | Units Ordered: 10335 | Units Delivered On Time: 10159 | Units Rejected: 95 | OTD Rate: 98.3% | Defect Rate: 0.92% | Compliance Score: 90 | Sustainability Score: 78 | Lead Time: 31 days | Certifications: OEKO-TEX;ISO9001;OSHA | Last Audit: 2023-05-26 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11265 | Supplier: Lakeshore Components (ID: SUP-105) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1207 | PO Value: $10,126.80 | Units Ordered: 3880 | Units Delivered On Time: 3689 | Units Rejected: 37 | OTD Rate: 95.1% | Defect Rate: 0.97% | Compliance Score: 94 | Sustainability Score: 82 | Lead Time: 23 days | Certifications: ISO9001;IATF16949;OSHA | Last Audit: 2024-04-25 | Active Disruption: Geopolitical tension flag | Quarter: Q2-2023"
"Purchase Order PO-11266 | Supplier: Bluemesa Polymers (ID: SUP-106) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1229 | PO Value: $92,944.00 | Units Ordered: 7850 | Units Delivered On Time: 7065 | Units Rejected: 69 | OTD Rate: 90.0% | Defect Rate: 0.88% | Compliance Score: 86 | Sustainability Score: 76 | Lead Time: 21 days | Certifications: ISO9001;ISO14001;OSHA | Last Audit: 2023-06-08 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-11267 | Supplier: Cascade Pack Corp (ID: SUP-107) | Region: AMER | Country: USA | Tier: Tier-1 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1274 | PO Value: $6,732.25 | Units Ordered: 3847 | Units Delivered On Time: 3639 | Units Rejected: 40 | OTD Rate: 94.6% | Defect Rate: 1.06% | Compliance Score: 99 | Sustainability Score: 76 | Lead Time: 18 days | Certifications: FSC;ISO14001;ISO9001 | Last Audit: 2023-11-07 | Active Disruption: Regulatory audit pending | Quarter: Q2-2023"
"Purchase Order PO-11268 | Supplier: Appalachian Alloys (ID: SUP-108) | Region: AMER | Country: USA | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1208 | PO Value: $481,014.45 | Units Ordered: 18753 | Units Delivered On Time: 15377 | Units Rejected: 363 | OTD Rate: 82.0% | Defect Rate: 1.94% | Compliance Score: 74 | Sustainability Score: 58 | Lead Time: 23 days | Certifications: ISO9001;NADCAP | Last Audit: 2024-03-03 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-11269 | Supplier: Gulf Coast Mech (ID: SUP-109) | Region: AMER | Country: USA | Tier: Tier-2 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1208 | PO Value: $151,873.92 | Units Ordered: 52734 | Units Delivered On Time: 42239 | Units Rejected: 1281 | OTD Rate: 80.1% | Defect Rate: 2.43% | Compliance Score: 81 | Sustainability Score: 79 | Lead Time: 37 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-05-25 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-11270 | Supplier: Texarkana Fiber Inc (ID: SUP-110) | Region: AMER | Country: USA | Tier: Tier-2 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1176 | PO Value: $86,054.02 | Units Ordered: 38077 | Units Delivered On Time: 33660 | Units Rejected: 925 | OTD Rate: 88.4% | Defect Rate: 2.43% | Compliance Score: 72 | Sustainability Score: 76 | Lead Time: 39 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-09-10 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11271 | Supplier: Ohio Valley Electronics (ID: SUP-111) | Region: AMER | Country: USA | Tier: Tier-2 | Risk Level: High | Product Category: Electronic Components | SKU: SKU-EC-1176 | PO Value: $73,556.46 | Units Ordered: 9967 | Units Delivered On Time: 8900 | Units Rejected: 206 | OTD Rate: 89.3% | Defect Rate: 2.07% | Compliance Score: 91 | Sustainability Score: 81 | Lead Time: 35 days | Certifications: ISO9001;RoHS | Last Audit: 2023-06-02 | Active Disruption: Audit overdue; compliance review | Quarter: Q4-2023"
"Purchase Order PO-11272 | Supplier: Maplewood Polymer Corp (ID: SUP-112) | Region: nan | Country: Canada | Tier: Tier-1 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1230 | PO Value: $23,695.36 | Units Ordered: 3328 | Units Delivered On Time: 2938 | Units Rejected: 41 | OTD Rate: 88.3% | Defect Rate: 1.25% | Compliance Score: 83 | Sustainability Score: 74 | Lead Time: 33 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2024-04-21 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11273 | Supplier: Pinnacle Resin Co (ID: SUP-113) | Region: nan | Country: Canada | Tier: Tier-2 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1231 | PO Value: $201,671.65 | Units Ordered: 18185 | Units Delivered On Time: 15784 | Units Rejected: 330 | OTD Rate: 86.8% | Defect Rate: 1.82% | Compliance Score: 85 | Sustainability Score: 76 | Lead Time: 18 days | Certifications: ISO9001;REACH | Last Audit: 2023-02-11 | Active Disruption: Geopolitical tension flag | Quarter: Q3-2024"
"Purchase Order PO-11274 | Supplier: Rockies Pack Inc (ID: SUP-114) | Region: nan | Country: Canada | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1275 | PO Value: $13,975.50 | Units Ordered: 5775 | Units Delivered On Time: 4700 | Units Rejected: 68 | OTD Rate: 81.4% | Defect Rate: 1.18% | Compliance Score: 76 | Sustainability Score: 63 | Lead Time: 32 days | Certifications: FSC;ISO9001 | Last Audit: 2023-12-22 | Active Disruption: Audit overdue; compliance review | Quarter: Q4-2024"
"Purchase Order PO-11275 | Supplier: Caribou Alloy Works (ID: SUP-115) | Region: nan | Country: Canada | Tier: Tier-2 | Risk Level: High | Product Category: Specialty Alloys | SKU: SKU-SA-1209 | PO Value: $440,719.80 | Units Ordered: 15945 | Units Delivered On Time: 14701 | Units Rejected: 137 | OTD Rate: 92.2% | Defect Rate: 0.86% | Compliance Score: 73 | Sustainability Score: 84 | Lead Time: 39 days | Certifications: ISO9001;NADCAP | Last Audit: 2023-01-25 | Active Disruption: Currency volatility flag | Quarter: Q2-2024"
"Purchase Order PO-11276 | Supplier: Prairie Mech Corp (ID: SUP-116) | Region: nan | Country: Canada | Tier: Tier-2 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1209 | PO Value: $69,901.02 | Units Ordered: 11478 | Units Delivered On Time: 9136 | Units Rejected: 110 | OTD Rate: 79.6% | Defect Rate: 0.96% | Compliance Score: 75 | Sustainability Score: 80 | Lead Time: 31 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-09-15 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11277 | Supplier: Orrentek Precision Mfg (ID: SUP-001) | Region: APAC | Country: China | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1177 | PO Value: $16,447.85 | Units Ordered: 3257 | Units Delivered On Time: 3227 | Units Rejected: 11 | OTD Rate: 99.1% | Defect Rate: 0.35% | Compliance Score: 81 | Sustainability Score: 90 | Lead Time: 17 days | Certifications: ISO9001;ISO14001;RoHS | Last Audit: 2023-05-23 | Active Disruption: No active disruption | Quarter: Q3-2024"
"Purchase Order PO-11278 | Supplier: Zhenlong Electroco (ID: SUP-002) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1178 | PO Value: $172,933.84 | Units Ordered: 44456 | Units Delivered On Time: 35075 | Units Rejected: 933 | OTD Rate: 78.9% | Defect Rate: 2.1% | Compliance Score: 90 | Sustainability Score: 53 | Lead Time: 24 days | Certifications: ISO9001;RoHS | Last Audit: 2023-05-20 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11279 | Supplier: Wanlong Composites Ltd (ID: SUP-003) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1232 | PO Value: $231,272.10 | Units Ordered: 26583 | Units Delivered On Time: 24004 | Units Rejected: 598 | OTD Rate: 90.3% | Defect Rate: 2.25% | Compliance Score: 83 | Sustainability Score: 76 | Lead Time: 18 days | Certifications: ISO9001 | Last Audit: 2023-01-14 | Active Disruption: Port closure risk | Quarter: Q4-2023"
"Purchase Order PO-11280 | Supplier: Yangtze Fiber Materials (ID: SUP-004) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1177 | PO Value: $107,604.00 | Units Ordered: 25200 | Units Delivered On Time: 22478 | Units Rejected: 420 | OTD Rate: 89.2% | Defect Rate: 1.67% | Compliance Score: 88 | Sustainability Score: 67 | Lead Time: 15 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2024-02-09 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11281 | Supplier: Huabei Circuit Systems (ID: SUP-005) | Region: APAC | Country: China | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1179 | PO Value: $31,046.34 | Units Ordered: 4506 | Units Delivered On Time: 4289 | Units Rejected: 15 | OTD Rate: 95.2% | Defect Rate: 0.34% | Compliance Score: 90 | Sustainability Score: 97 | Lead Time: 28 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2023-12-25 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11282 | Supplier: Dongfeng Castings Co (ID: SUP-006) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1210 | PO Value: $185,430.50 | Units Ordered: 28310 | Units Delivered On Time: 25563 | Units Rejected: 778 | OTD Rate: 90.3% | Defect Rate: 2.75% | Compliance Score: 69 | Sustainability Score: 48 | Lead Time: 18 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-04-09 | Active Disruption: Labour strike risk | Quarter: Q2-2023"
"Purchase Order PO-11283 | Supplier: Longhua Polymer Works (ID: SUP-007) | Region: APAC | Country: China | Tier: Tier-3 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1233 | PO Value: $380,254.16 | Units Ordered: 34012 | Units Delivered On Time: 21495 | Units Rejected: 717 | OTD Rate: 63.2% | Defect Rate: 2.11% | Compliance Score: 63 | Sustainability Score: 52 | Lead Time: 52 days | Certifications: ISO9001 | Last Audit: 2023-03-18 | Active Disruption: Political instability flag | Quarter: Q1-2023"
"Purchase Order PO-11284 | Supplier: Shengda Pack Industries (ID: SUP-008) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1276 | PO Value: $9,563.40 | Units Ordered: 8316 | Units Delivered On Time: 7742 | Units Rejected: 214 | OTD Rate: 93.1% | Defect Rate: 2.58% | Compliance Score: 67 | Sustainability Score: 57 | Lead Time: 41 days | Certifications: FSC;ISO9001 | Last Audit: 2023-03-03 | Active Disruption: Regulatory enforcement pending | Quarter: Q4-2024"
"Purchase Order PO-11285 | Supplier: Tianhe Alloy Group (ID: SUP-009) | Region: APAC | Country: China | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1210 | PO Value: $119,791.12 | Units Ordered: 8342 | Units Delivered On Time: 6740 | Units Rejected: 177 | OTD Rate: 80.8% | Defect Rate: 2.13% | Compliance Score: 81 | Sustainability Score: 53 | Lead Time: 39 days | Certifications: ISO9001 | Last Audit: 2023-11-24 | Active Disruption: Port congestion risk | Quarter: Q2-2023"
"Purchase Order PO-11286 | Supplier: Bohai Electronics (ID: SUP-010) | Region: APAC | Country: China | Tier: Tier-3 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1180 | PO Value: $68,818.20 | Units Ordered: 20854 | Units Delivered On Time: 13972 | Units Rejected: 844 | OTD Rate: 67.0% | Defect Rate: 4.05% | Compliance Score: 76 | Sustainability Score: 30 | Lead Time: 36 days | Certifications: ISO9001;RoHS | Last Audit: 2024-01-13 | Active Disruption: Port congestion risk | Quarter: Q4-2024"
"Purchase Order PO-11287 | Supplier: Dravex Components India (ID: SUP-011) | Region: APAC | Country: India | Tier: Tier-3 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1211 | PO Value: $94,956.66 | Units Ordered: 24162 | Units Delivered On Time: 17251 | Units Rejected: 918 | OTD Rate: 71.4% | Defect Rate: 3.8% | Compliance Score: 69 | Sustainability Score: 34 | Lead Time: 40 days | Certifications: ISO9001 | Last Audit: 2023-05-21 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11288 | Supplier: Bharat Precision Works (ID: SUP-012) | Region: APAC | Country: India | Tier: Tier-2 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1212 | PO Value: $12,883.08 | Units Ordered: 4382 | Units Delivered On Time: 4040 | Units Rejected: 48 | OTD Rate: 92.2% | Defect Rate: 1.1% | Compliance Score: 80 | Sustainability Score: 48 | Lead Time: 29 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-02-27 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11289 | Supplier: Indotech Fab Ltd (ID: SUP-013) | Region: APAC | Country: India | Tier: Tier-2 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1181 | PO Value: $371,977.20 | Units Ordered: 71260 | Units Delivered On Time: 62281 | Units Rejected: 484 | OTD Rate: 87.4% | Defect Rate: 0.68% | Compliance Score: 79 | Sustainability Score: 65 | Lead Time: 14 days | Certifications: ISO9001;RoHS | Last Audit: 2024-01-11 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-11290 | Supplier: Deccan Polymer Mfg (ID: SUP-014) | Region: APAC | Country: India | Tier: Tier-3 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1234 | PO Value: $170,999.57 | Units Ordered: 23717 | Units Delivered On Time: 17099 | Units Rejected: 400 | OTD Rate: 72.1% | Defect Rate: 1.69% | Compliance Score: 50 | Sustainability Score: 36 | Lead Time: 21 days | Certifications: ISO9001 | Last Audit: 2024-04-18 | Active Disruption: Regulatory enforcement pending | Quarter: Q4-2023"
"Purchase Order PO-11291 | Supplier: Narmada Pack Solutions (ID: SUP-015) | Region: APAC | Country: India | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1277 | PO Value: $21,383.57 | Units Ordered: 12653 | Units Delivered On Time: 11400 | Units Rejected: 168 | OTD Rate: 90.1% | Defect Rate: 1.33% | Compliance Score: 68 | Sustainability Score: 66 | Lead Time: 28 days | Certifications: FSC;ISO9001 | Last Audit: 2023-01-18 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11292 | Supplier: Konkan Textile Mills (ID: SUP-016) | Region: APAC | Country: India | Tier: Tier-2 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1178 | PO Value: $166,652.08 | Units Ordered: 52738 | Units Delivered On Time: 46198 | Units Rejected: 479 | OTD Rate: 87.6% | Defect Rate: 0.91% | Compliance Score: 84 | Sustainability Score: 81 | Lead Time: 26 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-01-06 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-11293 | Supplier: Sahyadri Alloy Tech (ID: SUP-017) | Region: APAC | Country: India | Tier: Tier-3 | Risk Level: High | Product Category: Specialty Alloys | SKU: SKU-SA-1211 | PO Value: $761,240.56 | Units Ordered: 24572 | Units Delivered On Time: 16954 | Units Rejected: 1105 | OTD Rate: 69.0% | Defect Rate: 4.5% | Compliance Score: 75 | Sustainability Score: 42 | Lead Time: 28 days | Certifications: ISO9001 | Last Audit: 2023-12-28 | Active Disruption: Port closure risk | Quarter: Q3-2023"
"Purchase Order PO-11294 | Supplier: Deltaforge Vietnam (ID: SUP-018) | Region: APAC | Country: Vietnam | Tier: Tier-3 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1213 | PO Value: $34,281.66 | Units Ordered: 15798 | Units Delivered On Time: 11974 | Units Rejected: 462 | OTD Rate: 75.8% | Defect Rate: 2.93% | Compliance Score: 76 | Sustainability Score: 38 | Lead Time: 48 days | Certifications: ISO9001 | Last Audit: 2023-12-05 | Active Disruption: Port closure risk | Quarter: Q2-2023"
"Purchase Order PO-11295 | Supplier: Saigon Precision Works (ID: SUP-019) | Region: APAC | Country: Vietnam | Tier: Tier-2 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1182 | PO Value: $408,650.88 | Units Ordered: 56288 | Units Delivered On Time: 49927 | Units Rejected: 264 | OTD Rate: 88.7% | Defect Rate: 0.47% | Compliance Score: 69 | Sustainability Score: 55 | Lead Time: 30 days | Certifications: ISO9001;RoHS | Last Audit: 2023-08-30 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-11296 | Supplier: Mekong Pack Co (ID: SUP-020) | Region: APAC | Country: Vietnam | Tier: Tier-3 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1278 | PO Value: $128,035.68 | Units Ordered: 46056 | Units Delivered On Time: 34403 | Units Rejected: 1985 | OTD Rate: 74.7% | Defect Rate: 4.31% | Compliance Score: 52 | Sustainability Score: 47 | Lead Time: 38 days | Certifications: FSC;ISO9001 | Last Audit: 2023-02-08 | Active Disruption: Currency volatility flag | Quarter: Q1-2024"
"Purchase Order PO-11297 | Supplier: Hanoitex Industries (ID: SUP-021) | Region: APAC | Country: Vietnam | Tier: Tier-2 | Risk Level: High | Product Category: Industrial Textiles | SKU: SKU-IT-1179 | PO Value: $284,592.06 | Units Ordered: 64242 | Units Delivered On Time: 58909 | Units Rejected: 790 | OTD Rate: 91.7% | Defect Rate: 1.23% | Compliance Score: 86 | Sustainability Score: 79 | Lead Time: 24 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-05-04 | Active Disruption: Political instability flag | Quarter: Q4-2024"
